Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3
Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²)
,,,,6.470,0.64,-0.55,4.97,,,,
,,,,6.480,0.64,-0.56,-0.48,,,,
,,,,6.490,0.63,-0.56,9.27,,,,
,,,,6.500,0.63,-0.38,1.89,,,,
,,,,6.510,0.62,-0.52,0.39,,,,
,,,,6.520,0.62,-0.37,24.41,,,,
,,,,6.530,0.61,-0.03,19.79,,,,
,,,,6.540,0.62,0.02,-4.52,,,,
,,,,6.550,0.62,-0.12,23.81,,,,
,,,,6.560,0.61,0.50,47.02,,,,
,,,,6.570,0.63,0.82,-31.14,,,,
,,,,6.580,0.63,-0.12,-87.66,,,,
,,,,6.590,0.62,-0.94,-47.12,,,,
,,,,6.600,0.61,-1.06,-6.29,,,,
,,,,6.610,0.60,-1.06,-21.51,,,,
,,,,6.620,0.59,-1.49,31.48,,,,
,,,,6.630,0.57,-0.43,39.16,,,,
,,,,6.640,0.58,-0.71,9.25,,,,
,,,,6.650,0.56,-0.25,146.99,,,,
,,,,6.660,0.58,2.23,58.22,,,,
,,,,6.670,0.60,0.92,-143.81,,,,
,,,,6.680,0.59,-0.65,-48.96,,,,
,,,,6.690,0.59,-0.06,56.03,,,,
,,,,6.700,0.59,0.47,12.27,,,,
,,,,6.710,0.60,0.18,-37.71,,,,
,,,,6.720,0.60,-0.28,-9.20,,,,
,,,,6.730,0.59,0.00,12.06,,,,
,,,,6.740,0.60,-0.04,-6.34,,,,
,,,,6.750,0.59,-0.13,-0.77,,,,
,,,,6.760,0.59,-0.06,-3.78,,,,
,,,,6.770,0.59,-0.20,-7.62,,,,
,,,,6.780,0.59,-0.21,-5.82,,,,
,,,,6.790,0.59,-0.32,-5.19,,,,
,,,,6.800,0.58,-0.31,1.01,,,,
,,,,6.810,0.58,-0.30,0.07,,,,
,,,,6.820,0.58,-0.31,-0.50,,,,
,,,,6.830,0.57,-0.31,0.07,,,,
,,,,6.840,0.57,-0.31,-0.36,,,,
,,,,6.850,0.57,-0.32,-0.72,,,,
,,,,6.860,0.57,-0.32,-1.93,,,,
,,,,6.870,0.56,-0.36,-0.50,,,,
,,,,6.880,0.56,-0.33,0.76,,,,
,,,,6.890,0.56,-0.34,-4.81,,,,
,,,,6.900,0.55,-0.43,-5.34,,,,
,,,,6.910,0.55,-0.45,2.02,,,,
,,,,6.920,0.54,-0.39,3.43,,,,
,,,,6.930,0.54,-0.38,0.17,,,,
,,,,6.940,0.53,-0.39,2.09,,,,
,,,,6.950,0.53,-0.34,2.85,,,,
,,,,6.960,0.53,-0.33,0.73,,,,
,,,,6.970,0.52,-0.32,1.59,,,,
,,,,6.980,0.52,-0.30,2.65,,,,
,,,,6.990,0.52,-0.27,2.35,,,,
,,,,7.000,0.52,-0.25,0.86,,,,
,,,,7.010,0.51,-0.25,0.80,,,,
,,,,7.020,0.51,-0.23,1.36,,,,
,,,,7.030,0.51,-0.23,0.86,,,,
,,,,7.040,0.51,-0.22,0.74,,,,
,,,,7.050,0.50,-0.21,1.03,,,,
,,,,7.060,0.50,-0.20,6.71,,,,
,,,,7.070,0.50,-0.08,6.24,,,,
,,,,7.080,0.50,-0.07,-5.59,,,,
,,,,7.090,0.50,-0.19,-6.34,,,,
,,,,7.100,0.50,-0.20,-0.43,,,,
,,,,7.110,0.50,-0.20,-0.49,,,,
,,,,7.120,0.49,-0.21,-9.84E-4,,,,
,,,,7.130,0.49,-0.20,-0.49,,,,
,,,,7.140,0.49,-0.22,3.20,,,,
,,,,7.150,0.49,-0.13,6.20,,,,
,,,,7.160,0.49,-0.09,-2.57,,,,
,,,,7.170,0.48,-0.18,0.68,,,,
,,,,7.180,0.48,-0.08,3.78,,,,
,,,,7.190,0.48,-0.11,-9.53,,,,
,,,,7.200,0.48,-0.27,-10.72,,,,
,,,,7.210,0.48,-0.32,3.90,,,,
,,,,7.220,0.47,-0.19,-1.73,,,,
,,,,7.230,0.47,-0.36,-18.29,,,,
,,,,7.240,0.47,-0.56,0.34,,,,
,,,,7.250,0.46,-0.35,9.14,,,,
,,,,7.260,0.46,-0.38,1.40,,,,
,,,,7.270,0.46,-0.32,1.79,,,,
,,,,7.280,0.45,-0.34,-9.97,,,,
,,,,7.290,0.45,-0.52,-9.74,,,,
,,,,7.300,0.44,-0.53,-6.85,,,,
,,,,7.310,0.44,-0.66,-16.61,,,,
,,,,7.320,0.43,-0.87,-4.70,,,,
,,,,7.330,0.42,-0.75,10.79,,,,
,,,,7.340,0.42,-0.65,6.88,,,,
,,,,7.350,0.41,-0.62,7.63,,,,
,,,,7.360,0.40,-0.50,5.26,,,,
,,,,7.370,0.40,-0.51,0.33,,,,
,,,,7.380,0.39,-0.49,1.68,,,,
,,,,7.390,0.39,-0.48,-2.20,,,,
,,,,7.400,0.38,-0.54,-2.58,,,,
,,,,7.410,0.38,-0.53,5.85,,,,
,,,,7.420,0.37,-0.42,8.10,,,,
,,,,7.430,0.37,-0.37,4.79,,,,
,,,,7.440,0.37,-0.32,4.27,,,,
,,,,7.450,0.36,-0.28,4.79,,,,
,,,,7.460,0.36,-0.23,4.00,,,,
,,,,7.470,0.36,-0.20,7.32,,,,
,,,,7.480,0.36,-0.08,8.12,,,,
,,,,7.490,0.36,-0.04,-0.38,,,,
,,,,7.500,0.35,-0.09,-1.35,,,,
,,,,7.510,0.35,-0.07,3.61,,,,
,,,,7.520,0.35,-0.02,6.80,,,,
,,,,7.530,0.35,0.07,2.92,,,,
,,,,7.540,0.35,0.04,2.93,,,,
,,,,7.550,0.35,0.13,12.39,,,,
,,,,7.560,0.36,0.29,18.55,,,,
,,,,7.570,0.36,0.50,9.51,,,,
,,,,7.580,0.37,0.48,-1.65,,,,
,,,,7.590,0.37,0.47,10.97,,,,
,,,,7.600,0.38,0.70,12.07,,,,
,,,,7.610,0.38,0.71,-19.62,,,,
,,,,7.620,0.39,0.31,-52.64,,,,
,,,,7.630,0.39,-0.34,-31.98,,,,
,,,,7.640,0.38,-0.33,-5.35,,,,
,,,,7.650,0.38,-0.45,-5.96,,,,
,,,,7.660,0.38,-0.45,19.69,,,,
,,,,7.670,0.37,-0.06,20.13,,,,
,,,,7.680,0.37,-0.05,-17.38,,,,
,,,,7.690,0.37,-0.41,-27.03,,,,
,,,,7.700,0.37,-0.59,-1.76,,,,
,,,,7.710,0.36,-0.44,-1.24,,,,
,,,,7.720,0.36,-0.61,-8.11,,,,
,,,,7.730,0.35,-0.60,14.17,,,,
,,,,7.740,0.34,-0.33,15.71,,,,
,,,,7.750,0.34,-0.29,4.52,,,,
,,,,7.760,0.34,-0.24,2.24,,,,
,,,,7.770,0.34,-0.24,0.62,,,,
,,,,7.780,0.33,-0.23,8.26,,,,
,,,,7.790,0.33,-0.08,7.95,,,,
,,,,7.800,0.33,-0.07,0.86,,,,
,,,,7.810,0.33,-0.06,0.86,,,,
,,,,7.820,0.33,-0.05,0.98,,,,
,,,,7.830,0.33,-0.04,-0.35,,,,
,,,,7.840,0.33,-0.06,-1.41,,,,
,,,,7.850,0.33,-0.07,-0.04,,,,
,,,,7.860,0.33,-0.06,0.51,,,,
,,,,7.870,0.33,-0.06,-0.35,,,,
,,,,7.880,0.33,-0.07,-1.33,,,,
,,,,7.890,0.33,-0.09,-0.86,,,,
,,,,7.900,0.33,-0.08,-0.78,,,,
,,,,7.910,0.33,-0.10,-1.72,,,,
,,,,7.920,0.32,-0.12,-1.68,,,,
,,,,7.930,0.32,-0.14,-2.11,,,,
,,,,7.940,0.32,-0.16,-2.62,,,,
,,,,7.950,0.32,-0.19,-2.23,,,,
,,,,7.960,0.32,-0.21,-1.25,,,,
,,,,7.970,0.32,-0.21,-1.72,,,,
,,,,7.980,0.31,-0.24,-1.84,,,,
,,,,7.990,0.31,-0.25,-0.39,,,,
,,,,8.000,0.31,-0.25,-0.82,,,,
,,,,8.010,0.31,-0.27,-1.37,,,,
,,,,8.020,0.30,-0.28,-0.51,,,,
,,,,8.030,0.30,-0.28,0.39,,,,
,,,,8.040,0.30,-0.27,0.90,,,,
,,,,8.050,0.30,-0.26,0.36,,,,
,,,,8.060,0.29,-0.26,1.18,,,,
,,,,8.070,0.29,-0.23,2.62,,,,
,,,,8.080,0.29,-0.21,2.12,,,,
,,,,8.090,0.29,-0.19,2.51,,,,
,,,,8.100,0.28,-0.16,3.51,,,,
,,,,8.110,0.28,-0.12,2.65,,,,
,,,,8.120,0.28,-0.10,1.69,,,,
,,,,8.130,0.28,-0.09,2.12,,,,
,,,,8.140,0.28,-0.06,2.65,,,,
,,,,8.150,0.28,-0.04,1.83,,,,
,,,,8.160,0.28,-0.03,0.36,,,,
,,,,8.170,0.28,-0.03,1.26,,,,
,,,,8.180,0.28,-6.97E-4,1.86,,,,
,,,,8.190,0.28,0.01,3.49E-6,,,,
,,,,8.200,0.28,-6.97E-4,-0.14,,,,
,,,,8.210,0.28,0.01,1.58,,,,
,,,,8.220,0.28,0.03,3.68,,,,
,,,,8.230,0.28,0.08,0.85,,,,
,,,,8.240,0.28,0.05,-4.87,,,,
,,,,8.250,0.28,-0.02,-3.67,,,,
,,,,8.260,0.28,-0.03,5.20,,,,
,,,,8.270,0.28,0.09,5.61,,,,
,,,,8.280,0.28,0.09,-5.95,,,,
,,,,8.290,0.28,-0.03,-7.27,,,,
,,,,8.300,0.28,-0.06,-2.71,,,,
,,,,8.310,0.28,-0.09,4.70,,,,
,,,,8.320,0.28,0.04,6.07,,,,
,,,,8.330,0.28,0.03,-6.16,,,,
,,,,8.340,0.28,-0.09,-4.76,,,,
,,,,8.350,0.28,-0.06,1.57,,,,
,,,,8.360,0.28,-0.06,-2.67,,,,
,,,,8.370,0.28,-0.11,4.06,,,,
,,,,8.380,0.28,0.02,9.50,,,,
,,,,8.390,0.28,0.08,-20.16,,,,
,,,,8.400,0.28,-0.38,-17.26,,,,
,,,,8.410,0.27,-0.27,12.92,,,,
,,,,8.420,0.27,-0.12,0.18,,,,
,,,,8.430,0.27,-0.27,8.95,,,,
,,,,8.440,0.27,0.06,23.28,,,,
,,,,8.450,0.27,0.20,-27.98,,,,
,,,,8.460,0.27,-0.50,436.94,,,,
,,,,8.470,0.26,8.94,513.55,,,,
,,,,8.480,0.45,9.77,-434.86,,,,
,,,,8.490,0.46,0.24,-485.56,,,,
,,,,8.500,0.46,0.06,-32.55,,,,
,,,,8.510,0.46,-0.41,-3.70,,,,
,,,,8.520,0.45,-0.02,-5.40,,,,
,,,,8.530,0.46,-0.52,-10.05,,,,
,,,,8.540,0.44,-0.22,62.63,,,,
,,,,8.550,0.45,0.74,-12.18,,,,
,,,,8.560,0.45,-0.46,-48.51,,,,
,,,,8.570,0.44,-0.23,-6.39,,,,
,,,,8.580,0.45,-0.59,-20.94,,,,
,,,,8.590,0.43,-0.65,2.06,,,,
,,,,8.600,0.43,-0.55,13.42,,,,
,,,,8.610,0.42,-0.38,28.66,,,,
,,,,8.620,0.43,0.03,-2.54,,,,
,,,,8.630,0.42,-0.44,-33.12,,,,
,,,,8.640,0.42,-0.64,-7.43,,,,
,,,,8.650,0.41,-0.58,8.84,,,,
,,,,8.660,0.41,-0.46,18.73,,,,
,,,,8.670,0.40,-0.21,,,,,
,,,,8.680,0.40,,,,,,
